TIMESTAMP,NEE_VUT_REF,Cumulative
20030623,-0.945626,-299.437528
20030624,-2.25278,-301.690308
20030625,-1.96431,-303.654618
20030626,-0.945626,-304.600244
20030627,-2.25278,-306.853024
20030628,-1.96431,-308.817334
20030629,-0.945626,-309.76296
20030630,-2.25278,-312.01574
20030701,-1.96431,-313.98005
20030702,-0.945626,-314.925676
20030703,-2.25278,-317.178456
20030704,-1.96431,-319.142766
20030705,-0.945626,-320.088392
20030706,-2.25278,-322.341172
20030707,-1.96431,-324.305482
20030708,-0.945626,-325.251108
20030709,-2.25278,-327.503888
20030710,-1.96431,-329.468198
20030711,-0.945626,-330.413824
20030712,-2.25278,-332.666604
20030713,-1.96431,-334.630914
20030714,-0.945626,-335.57654
20030715,-2.25278,-337.82932
20030716,-1.96431,-339.79363
20030717,-0.945626,-340.739256
20030718,-2.25278,-342.992036
20030719,-1.96431,-344.956346
20030720,-0.945626,-345.901972
20030721,-2.25278,-348.154752
20030722,-1.96431,-350.119062
20030723,-0.945626,-351.064688
20030724,-2.25278,-353.317468
20030725,-1.96431,-355.281778
20030726,-0.945626,-356.227404
20030727,-2.25278,-358.480184
20030728,-1.96431,-360.444494
20030729,-0.945626,-361.39012
20030730,-2.25278,-363.6429
20030731,-1.96431,-365.60721
20030801,-0.945626,-366.552836
20030802,-2.25278,-368.805616
20030803,-1.96431,-370.769926
20030804,-0.945626,-371.715552
20030805,-2.25278,-373.968332
20030806,-1.96431,-375.932642
20030807,-0.945626,-376.878268
20030808,-2.25278,-379.131048
20030809,-1.96431,-381.095358
20030810,-0.945626,-382.040984
20030811,-2.25278,-384.293764
20030812,-1.96431,-386.258074
20030813,-1.11063,-387.368704
20030814,-3.41591,-390.784614
20030815,-2.83649,-393.621104
20030816,-2.83282,-396.453924
20030817,-3.48952,-399.943444
20030818,-3.8921,-403.835544
20030819,-3.03439,-406.869934
20030820,0.118715,-406.751219
20030821,-2.60264,-409.353859
20030822,-3.33575,-412.689609
20030823,-3.81619,-416.505799
20030824,0.606528,-415.899271
20030825,-1.71694,-417.616211
20030826,-2.24072,-419.856931
20030827,-2.27753,-422.134461
20030828,-1.70436,-423.838821
20030829,-1.23672,-425.075541
20030830,-3.55077,-428.626311
20030831,-2.2681,-430.894411
20030901,-2.85099,-433.745401
20030902,-1.75321,-435.498611
20030903,1.40276,-434.095851
20030904,-2.13189,-436.227741
20030905,-3.00634,-439.234081
20030906,0.262084,-438.971997
20030907,-1.80625,-440.778247
20030908,-2.65425,-443.432497
20030909,-1.33912,-444.771617
20030910,-0.87767,-445.649287
20030911,0.0769863,-445.5723007
20030912,-0.117434,-445.6897347
20030913,0.125373,-445.5643617
20030914,0.263562,-445.3007997
20030915,3.44389,-441.8569097
20030916,0.192874,-441.6640357
20030917,-0.352117,-442.0161527
20030918,-0.554555,-442.5707077
20030919,3.71899,-438.8517177
20030920,-0.444163,-439.2958807
20030921,-2.01334,-441.3092207
20030922,-0.82976,-442.1389807
20030923,2.14921,-439.9897707
20030924,1.29387,-438.6959007
20030925,-1.55368,-440.2495807
20030926,-0.671977,-440.9215577
20030927,-1.50818,-442.4297377
20030928,0.918928,-441.5108097
20030929,0.428779,-441.0820307
20030930,0.45353,-440.6285007
20031001,-0.451956,-441.0804567
20031002,-1.78914,-442.8695967
20031003,1.53241,-441.3371867
20031004,-3.55206,-444.8892467
20031005,-0.0932929,-444.9825396
20031006,-0.571655,-445.5541946
20031007,0.558013,-444.9961816
20031008,1.24848,-443.7477016
20031009,0.545388,-443.2023136
20031010,0.865372,-442.3369416
20031011,0.789901,-441.5470406
20031012,1.56789,-439.9791506
20031013,0.743807,-439.2353436
20031014,1.43333,-437.8020136
20031015,0.152707,-437.6493066
20031016,-1.15622,-438.8055266
20031017,-0.126906,-438.9324326
20031018,-0.826814,-439.7592466
20031019,-0.741197,-440.5004436
20031020,-0.815406,-441.3158496
20031021,-1.20653,-442.5223796
20031022,-0.242307,-442.7646866
20031023,-0.822924,-443.5876106
