TIMESTAMP,NEE_VUT_REF,Cumulative
20050824,0.220784,-528.8437648
20050825,0.416771,-528.4269938
20050826,0.483618,-527.9433758
20050827,0.206759,-527.7366168
20050828,0.609581,-527.1270358
20050829,0.397951,-526.7290848
20050830,0.445665,-526.2834198
20050831,0.845782,-525.4376378
20050901,0.682145,-524.7554928
20050902,0.63233,-524.1231628
20050903,0.294826,-523.8283368
20050904,0.383875,-523.4444618
20050905,0.459847,-522.9846148
20050906,0.384191,-522.6004238
20050907,0.328621,-522.2718028
20050908,0.371885,-521.8999178
20050909,0.412828,-521.4870898
20050910,0.406663,-521.0804268
20050911,0.432776,-520.6476508
20050912,0.658141,-519.9895098
20050913,0.338531,-519.6509788
20050914,0.479471,-519.1715078
20050915,0.386313,-518.7851948
20050916,0.496641,-518.2885538
20050917,0.591883,-517.6966708
20050918,0.380957,-517.3157138
20050919,0.537076,-516.7786378
20050920,0.650101,-516.1285368
20050921,0.395044,-515.7334928
20050922,0.267962,-515.4655308
20050923,0.489173,-514.9763578
20050924,0.526156,-514.4502018
20050925,0.597944,-513.8522578
20050926,0.459552,-513.3927058
20050927,0.896025,-512.4966808
20050928,0.506158,-511.9905228
20050929,0.308516,-511.6820068
20050930,0.579416,-511.1025908
20051001,0.598968,-510.5036228
20051002,0.369939,-510.1336838
20051003,0.580239,-509.5534448
20051004,0.466453,-509.0869918
20051005,0.198257,-508.8887348
20051006,0.377588,-508.5111468
20051007,0.764628,-507.7465188
20051008,0.414531,-507.3319878
20051009,0.50858,-506.8234078
20051010,0.345777,-506.4776308
20051011,0.488987,-505.9886438
20051012,0.631881,-505.3567628
20051013,0.456193,-504.9005698
20051014,0.505894,-504.3946758
20051015,0.508983,-503.8856928
20051016,0.490598,-503.3950948
20051017,0.440046,-502.9550488
20051018,0.594317,-502.3607318
20051019,0.696773,-501.6639588
20051020,1.68118,-499.9827788
20051021,0.376492,-499.6062868
20051022,0.454871,-499.1514158
20051023,0.783615,-498.3678008
20051024,0.565621,-497.8021798
20051025,0.502508,-497.2996718
20051026,0.553084,-496.7465878
20051027,0.485434,-496.2611538
20051028,0.580377,-495.6807768
20051029,0.757177,-494.9235998
20051030,0.993353,-493.9302468
20051031,0.551927,-493.3783198
20051101,1.77429,-491.6040298
20051102,1.44115,-490.1628798
20051103,1.32885,-488.8340298
20051104,0.900872,-487.9331578
20051105,0.675927,-487.2572308
20051106,1.14941,-486.1078208
20051107,0.592456,-485.5153648
20051108,1.76485,-483.7505148
20051109,2.68154,-481.0689748
20051110,2.60368,-478.4652948
20051111,1.16548,-477.2998148
20051112,1.9782,-475.3216148
20051113,1.99171,-473.3299048
20051114,1.84833,-471.4815748
20051115,1.73509,-469.7464848
20051116,1.54601,-468.2004748
20051117,0.989398,-467.2110768
20051118,1.82086,-465.3902168
20051119,2.06356,-463.3266568
20051120,1.20011,-462.1265468
20051121,0.566489,-461.5600578
20051122,0.0269619,-461.5330959
20051123,0.211221,-461.3218749
20051124,0.0979851,-461.2238898
20051125,-0.262652,-461.4865418
20051126,0.850652,-460.6358898
20051127,0.0342958,-460.601594
20051128,-1.76512,-462.366714
20051129,-1.95016,-464.316874
20051130,-2.35431,-466.671184
20051201,-0.0663547,-466.7375387
20051202,-1.75376,-468.4912987
20051203,-1.32266,-469.8139587
20051204,0.139865,-469.6740937
20051205,-1.52691,-471.2010037
20051206,-1.40974,-472.6107437
20051207,-0.331281,-472.9420247
20051208,-2.0456,-474.9876247
20051209,-0.324617,-475.3122417
20051210,0.231225,-475.0810167
20051211,0.481314,-474.5997027
20051212,-1.61119,-476.2108927
20051213,-0.347095,-476.5579877
20051214,-1.4713,-478.0292877
20051215,-1.49013,-479.5194177
20051216,0.0299564,-479.4894613
20051217,-0.299874,-479.7893353
20051218,0.297301,-479.4920343
20051219,0.128421,-479.3636133
20051220,-0.0152824,-479.3788957
20051221,-0.0170123,-479.395908
20051222,-0.0409698,-479.4368778
20051223,0.018704,-479.4181738
20051224,-0.228863,-479.6470368
20051225,-0.168572,-479.8156088
20051226,0.0586583,-479.7569505
20051227,-0.223859,-479.9808095
20051228,-0.103393,-480.0842025
20051229,-0.0915296,-480.1757321
20051230,-0.114097,-480.2898291
20051231,-0.365205,-480.6550341
20060101,0.0899374,-480.5650967
20060102,-0.0836785,-480.6487752
20060103,-0.0428226,-480.6915978
20060104,0.0899374,-480.6016604
20060105,-0.0836785,-480.6853389
20060106,-0.0428226,-480.7281615
20060107,0.0899374,-480.6382241
20060108,-0.0836785,-480.7219026
20060109,-0.0428226,-480.7647252
20060110,0.0899374,-480.6747878
20060111,-0.0836785,-480.7584663
20060112,-0.0428226,-480.8012889
20060113,0.0899374,-480.7113515
20060114,-0.0836785,-480.79503
20060115,-0.0428226,-480.8378526
20060116,0.0899374,-480.7479152
20060117,-0.0836785,-480.8315937
20060118,-0.0428226,-480.8744163
20060119,0.0899374,-480.7844789
20060120,-0.0836785,-480.8681574
20060121,-0.0428226,-480.91098
20060122,0.0899374,-480.8210426
20060123,-0.0836785,-480.9047211
20060124,-0.0428226,-480.9475437
20060125,0.0899374,-480.8576063
20060126,-0.0836785,-480.9412848
20060127,-0.0428226,-480.9841074
20060128,0.0899374,-480.89417
20060129,-0.0836785,-480.9778485
20060130,-0.0428226,-481.0206711
20060131,0.0899374,-480.9307337
20060201,-0.0836785,-481.0144122
20060202,-0.0428226,-481.0572348
20060203,0.0899374,-480.9672974
20060204,-0.0836785,-481.0509759
20060205,-0.0428226,-481.0937985
20060206,0.0899374,-481.0038611
20060207,-0.0836785,-481.0875396
20060208,-0.0428226,-481.1303622
20060209,0.0899374,-481.0404248
20060210,-0.0836785,-481.1241033
20060211,-0.0428226,-481.1669259
20060212,0.0899374,-481.0769885
20060213,-0.0836785,-481.160667
20060214,-0.0428226,-481.2034896
20060215,0.0899374,-481.1135522
20060216,-0.0836785,-481.1972307
20060217,-0.0428226,-481.2400533
20060218,0.0899374,-481.1501159
20060219,-0.0836785,-481.2337944
20060220,-0.0428226,-481.276617
20060221,0.0899374,-481.1866796
20060222,-0.0836785,-481.2703581
20060223,-0.0428226,-481.3131807
20060224,0.0899374,-481.2232433
20060225,-0.0836785,-481.3069218
20060226,-0.0428226,-481.3497444
20060227,0.0899374,-481.259807
20060228,-0.0836785,-481.3434855
20060301,-0.0428226,-481.3863081
20060302,0.0899374,-481.2963707
20060303,-0.0836785,-481.3800492
20060304,-0.0428226,-481.4228718
20060305,0.0899374,-481.3329344
20060306,-0.0836785,-481.4166129
20060307,-0.0428226,-481.4594355
20060308,0.0899374,-481.3694981
20060309,-0.0836785,-481.4531766
20060310,-0.0428226,-481.4959992
20060311,0.0899374,-481.4060618
20060312,-0.0836785,-481.4897403
20060313,-0.0428226,-481.5325629
20060314,0.0899374,-481.4426255
20060315,-0.0836785,-481.526304
20060316,-0.0428226,-481.5691266
20060317,0.0899374,-481.4791892
20060318,-0.0836785,-481.5628677
20060319,-0.0428226,-481.6056903
20060320,0.0899374,-481.5157529
20060321,-0.0836785,-481.5994314
20060322,-0.0428226,-481.642254
20060323,0.0899374,-481.5523166
20060324,-0.0836785,-481.6359951
20060325,-0.0428226,-481.6788177
20060326,0.0899374,-481.5888803
20060327,-0.0836785,-481.6725588
20060328,-0.0428226,-481.7153814
20060329,0.0899374,-481.625444
20060330,-0.0836785,-481.7091225
20060331,-0.0428226,-481.7519451
20060401,0.0899374,-481.6620077
20060402,-0.0836785,-481.7456862
20060403,-0.0428226,-481.7885088
20060404,0.0899374,-481.6985714
20060405,-0.0836785,-481.7822499
20060406,-0.0428226,-481.8250725
20060407,0.0899374,-481.7351351
20060408,-0.0836785,-481.8188136
20060409,-0.0428226,-481.8616362
20060410,0.0899374,-481.7716988
20060411,-0.0836785,-481.8553773
20060412,-0.0428226,-481.8981999
20060413,0.0899374,-481.8082625
20060414,-0.0836785,-481.891941
20060415,-0.0428226,-481.9347636
